ID,Ticker,chinese_columns,資料轉換方式,signal_points,LongShort,Datestart,Date_End,0_points,1_points,accuracy,precision,recall,f1_score
403,PAYEMS,非農就業人數,D,signal_points_4,short,2000-01-04,2023-06-30,4616,2,0.7938800068763968,0.058823529411764705,0.001710863986313088,0.0033250207813798837
405,PAYEMS,非農就業人數,M,signal_points_4,long,2000-01-04,2023-06-30,4040,215,0.7314767062059481,0.27353689567430023,0.17827529021558872,0.21586345381526104
407,PAYEMS,非農就業人數,M,signal_points_4,short,2000-01-04,2023-06-30,3948,86,0.6934846140622314,0.10941475826972011,0.07356715141146279,0.08797953964194373
409,PAYEMS,非農就業人數,Q,signal_points_4,long,2000-01-04,2023-06-30,3989,134,0.7087845968712395,0.17724867724867724,0.1111111111111111,0.1365953109072375
411,PAYEMS,非農就業人數,Q,signal_points_4,short,2000-01-04,2023-06-30,3969,77,0.6955475330926595,0.10185185185185185,0.0658682634730539,0.08
413,PAYEMS,非農就業人數,W,signal_points_4,long,2000-01-04,2023-06-30,4478,45,0.7775485645521747,0.25280898876404495,0.03731343283582089,0.06502890173410404
415,PAYEMS,非農就業人數,W,signal_points_4,short,2000-01-04,2023-06-30,4489,19,0.7749699157641395,0.10674157303370786,0.016253207869974338,0.028210838901262063
417,PCE,個人消費支出,D,signal_points_4,long,2000-01-04,2023-06-30,4583,10,0.7895822588963384,0.2631578947368421,0.008291873963515755,0.01607717041800643
419,PCE,個人消費支出,D,signal_points_4,short,2000-01-04,2023-06-30,4616,6,0.7945676465532061,0.15789473684210525,0.0051325919589392645,0.009942004971002486
41,GS10,10年期國債收益率,Q,signal_points_1,long,2000-01-04,2023-06-30,3001,337,0.5738353102974042,0.17308680020544429,0.27943615257048093,0.21376466856961623
421,PCE,個人消費支出,M,signal_points_4,long,2000-01-04,2023-06-30,4172,185,0.7490115179645865,0.296474358974359,0.15339966832504145,0.20218579234972678
423,PCE,個人消費支出,M,signal_points_4,short,2000-01-04,2023-06-30,4098,74,0.717208182912154,0.11858974358974358,0.06330196749358426,0.08254322364751812
425,PCE,個人消費支出,Q,signal_points_4,long,2000-01-04,2023-06-30,4257,148,0.7572631940862988,0.2948207171314741,0.12271973466003316,0.17330210772833723
427,PCE,個人消費支出,Q,signal_points_4,short,2000-01-04,2023-06-30,4253,107,0.7495272477221936,0.21314741035856574,0.09153122326775022,0.12806702573309395
429,PCE,個人消費支出,W,signal_points_4,long,2000-01-04,2023-06-30,4482,60,0.780814853017019,0.31746031746031744,0.04975124378109453,0.08602150537634409
431,PCE,個人消費支出,W,signal_points_4,short,2000-01-04,2023-06-30,4479,20,0.7734227264913186,0.10582010582010581,0.01710863986313088,0.029455081001472753
433,UNRATE,失業率,D,signal_points_4,long,2000-01-04,2023-06-30,4534,16,0.7821901323706378,0.17204301075268819,0.013266998341625208,0.024634334103156273
435,UNRATE,失業率,D,signal_points_4,short,2000-01-04,2023-06-30,4572,17,0.788894619219529,0.1827956989247312,0.01454234388366125,0.02694136291600634
437,UNRATE,失業率,M,signal_points_4,long,2000-01-04,2023-06-30,2810,279,0.531029740416022,0.13413461538461538,0.23134328358208955,0.16981132075471697
439,UNRATE,失業率,M,signal_points_4,short,2000-01-04,2023-06-30,2938,370,0.568678012721334,0.1778846153846154,0.3165098374679213,0.22776238842720836
43,GS10,10年期國債收益率,Q,signal_points_1,short,2000-01-04,2023-06-30,3185,484,0.630737493553378,0.24858757062146894,0.41402908468776733,0.31065468549422337
441,UNRATE,失業率,Q,signal_points_4,long,2000-01-04,2023-06-30,2390,289,0.46054667354306345,0.1151394422310757,0.2396351575456053,0.15554359526372444
443,UNRATE,失業率,Q,signal_points_4,short,2000-01-04,2023-06-30,2588,450,0.5222623345367028,0.17928286852589642,0.3849443969204448,0.24463169339494428
445,UNRATE,失業率,W,signal_points_4,long,2000-01-04,2023-06-30,4218,75,0.738009283135637,0.16025641025641027,0.06218905472636816,0.08960573476702509
447,UNRATE,失業率,W,signal_points_4,short,2000-01-04,2023-06-30,4269,89,0.7491834278837889,0.19017094017094016,0.07613344739093242,0.10873549175320708
45,GS10,10年期國債收益率,W,signal_points_1,long,2000-01-04,2023-06-30,4185,57,0.7292418772563177,0.11801242236024845,0.0472636815920398,0.0674955595026643
47,GS10,10年期國債收益率,W,signal_points_1,short,2000-01-04,2023-06-30,4278,113,0.754856455217466,0.23395445134575568,0.09666381522668947,0.1368038740920097
49,M2SL,M2 貨幣供應量,D,signal_points_1,long,2000-01-04,2023-06-30,4460,34,0.7725631768953068,0.1837837837837838,0.028192371475953566,0.04888569374550683
51,M2SL,M2 貨幣供應量,D,signal_points_1,short,2000-01-04,2023-06-30,4499,36,0.7796114835826027,0.1945945945945946,0.030795551753635585,0.053175775480059084
53,M2SL,M2 貨幣供應量,M,signal_points_1,long,2000-01-04,2023-06-30,1347,696,0.3512119649303765,0.17575757575757575,0.5771144278606966,0.2694541231126597
55,M2SL,M2 貨幣供應量,M,signal_points_1,short,2000-01-04,2023-06-30,1434,746,0.3747636238610968,0.18838383838383838,0.6381522668947819,0.2908949112887502
57,M2SL,M2 貨幣供應量,Q,signal_points_1,long,2000-01-04,2023-06-30,1154,670,0.31356369262506445,0.1623455294402714,0.5555555555555556,0.25126570410650667
59,M2SL,M2 貨幣供應量,Q,signal_points_1,short,2000-01-04,2023-06-30,1325,804,0.36599621798177756,0.19481463532832566,0.6877673224978614,0.30362537764350456
5,FEDFUNDS,聯邦基金利率,M,signal_points_1,long,2000-01-04,2023-06-30,2876,403,0.5636926250644663,0.18849391955098221,0.3341625207296849,0.2410287081339713
61,M2SL,M2 貨幣供應量,W,signal_points_1,long,2000-01-04,2023-06-30,3855,170,0.6919374247894103,0.183585313174946,0.14096185737976782,0.15947467166979362
63,M2SL,M2 貨幣供應量,W,signal_points_1,short,2000-01-04,2023-06-30,3892,170,0.6982980917998969,0.183585313174946,0.1454234388366125,0.162291169451074
65,PAYEMS,非農就業人數,D,signal_points_1,long,2000-01-04,2023-06-30,4473,28,0.7737665463297232,0.1686746987951807,0.02321724709784411,0.04081632653061224
67,PAYEMS,非農就業人數,D,signal_points_1,short,2000-01-04,2023-06-30,4514,32,0.7815024926938284,0.1927710843373494,0.02737382378100941,0.04794007490636704
69,PAYEMS,非農就業人數,M,signal_points_1,long,2000-01-04,2023-06-30,1509,589,0.36066701048650507,0.1595773503115687,0.48839137645107794,0.2405554421074127
71,PAYEMS,非農就業人數,M,signal_points_1,short,2000-01-04,2023-06-30,1675,718,0.4113804366511948,0.19452722839338932,0.6142001710863987,0.29547325102880656
73,PAYEMS,非農就業人數,Q,signal_points_1,long,2000-01-04,2023-06-30,1601,670,0.3904074265085095,0.18206521739130435,0.5555555555555556,0.2742529676627098
75,PAYEMS,非農就業人數,Q,signal_points_1,short,2000-01-04,2023-06-30,1695,727,0.41636582430806257,0.19755434782608697,0.6218990590248076,0.29985564033821405
77,PAYEMS,非農就業人數,W,signal_points_1,long,2000-01-04,2023-06-30,3888,137,0.6919374247894103,0.15930232558139534,0.11359867330016583,0.13262342691190707
79,PAYEMS,非農就業人數,W,signal_points_1,short,2000-01-04,2023-06-30,3958,170,0.7096441464672512,0.19767441860465115,0.1454234388366125,0.16757023164120255
7,FEDFUNDS,聯邦基金利率,M,signal_points_1,short,2000-01-04,2023-06-30,2727,217,0.506102802131683,0.10149672591206735,0.18562874251497005,0.1312367704868461
81,PCE,個人消費支出,D,signal_points_1,long,2000-01-04,2023-06-30,4474,25,0.7734227264913186,0.15432098765432098,0.020729684908789386,0.03654970760233918
83,PCE,個人消費支出,D,signal_points_1,short,2000-01-04,2023-06-30,4516,30,0.7815024926938284,0.18518518518518517,0.02566295979469632,0.045078888054094664
85,PCE,個人消費支出,M,signal_points_1,long,2000-01-04,2023-06-30,2046,468,0.4321815368746777,0.1543026706231454,0.3880597014925373,0.2208067940552017
87,PCE,個人消費支出,M,signal_points_1,short,2000-01-04,2023-06-30,2245,630,0.4942410177067217,0.20771513353115728,0.5389221556886228,0.29985721085197525
89,PCE,個人消費支出,Q,signal_points_1,long,2000-01-04,2023-06-30,1333,656,0.34192882929345025,0.16675139806812406,0.5439469320066335,0.2552529182879377
91,PCE,個人消費支出,Q,signal_points_1,short,2000-01-04,2023-06-30,1411,697,0.36238610967852847,0.1771733604473818,0.5962360992301112,0.2731726435430139
93,PCE,個人消費支出,W,signal_points_1,long,2000-01-04,2023-06-30,3915,125,0.6945160735774454,0.15225334957369063,0.10364842454394693,0.123334977799704
95,PCE,個人消費支出,W,signal_points_1,short,2000-01-04,2023-06-30,3983,156,0.7115351555784769,0.1900121802679659,0.13344739093242086,0.15678391959798996
97,UNRATE,失業率,D,signal_points_1,long,2000-01-04,2023-06-30,4562,11,0.7861440605122916,0.18333333333333332,0.00912106135986733,0.017377567140600316
99,UNRATE,失業率,D,signal_points_1,short,2000-01-04,2023-06-30,4598,10,0.7921609076843734,0.16666666666666666,0.00855431993156544,0.01627339300244101
9,FEDFUNDS,聯邦基金利率,Q,signal_points_1,long,2000-01-04,2023-06-30,2963,592,0.6111397627643115,0.2642857142857143,0.49087893864013266,0.3435867672663958
