Date,加權指數,波段低點區間,波段高點區間
2009/5/27,"6,890.44",0,0
2009/6/1,"6,954.10",0,0
2009/6/2,"6,949.08",0,0
2009/6/3,"6,893.14",0,0
2009/6/4,"6,786.06",0,0
2009/6/5,"6,767.10",0,0
2009/6/6,"6,856.74",0,0
2009/6/8,"6,628.02",0,0
2009/6/9,"6,414.39",0,0
2009/6/10,"6,462.27",0,0
2009/6/11,"6,567.37",0,0
2009/6/12,"6,448.23",0,0
2009/6/15,"6,225.56",0,0
2009/6/16,"6,220.81",0,0
2009/6/17,"6,195.91",0,0
2009/6/18,"6,144.53",0,0
2009/6/19,"6,231.15",0,0
2009/6/22,"6,341.21",0,0
2009/6/23,"6,197.47",0,0
2009/6/24,"6,380.08",0,0
2009/6/25,"6,457.61",0,0
2009/6/26,"6,463.56",0,0
2009/6/29,"6,391.15",0,0
2009/6/30,"6,432.16",0,0
2009/7/1,"6,578.97",0,0
2009/7/2,"6,667.53",0,0
2009/7/3,"6,665.40",0,0
2009/7/6,"6,649.91",0,0
2009/7/7,"6,715.22",0,0
2009/7/8,"6,668.14",0,0
2009/7/9,"6,748.18",0,0
2009/7/10,"6,769.86",0,0
2009/7/13,"6,530.82",0,0
2009/7/14,"6,639.41",0,0
2009/7/15,"6,738.60",0,0
2009/7/16,"6,780.30",0,0
2009/7/17,"6,850.99",0,0
2009/7/20,"6,938.86",0,0
2009/7/21,"6,953.34",0,0
2009/7/22,"6,985.32",0,0
2009/7/23,"6,980.88",0,0
2009/7/24,"6,973.28",0,0
2009/7/27,"7,028.43",0,0
2009/7/28,"7,142.63",0,0
2009/7/29,"7,083.63",0,0
2009/7/30,"7,027.11",0,0
2009/7/31,"7,077.71",0,0
2009/8/3,"7,056.71",0,0
2009/8/4,"6,955.87",0,0
2009/8/5,"6,848.24",0,0
2009/8/6,"6,868.65",0,0
2009/8/10,"6,882.87",0,0
2009/8/11,"6,909.02",0,0
2009/8/12,"6,898.90",0,0
2009/8/13,"7,034.96",0,0
2009/8/14,"7,069.51",0,0
2009/8/17,"6,931.80",0,0
2009/8/18,"6,789.77",0,0
2009/8/19,"6,788.58",0,0
2009/8/20,"6,733.23",0,0
2009/8/21,"6,654.80",0,0
2009/8/24,"6,838.25",0,0
2009/8/25,"6,809.41",0,0
2009/8/26,"6,719.21",0,0
2009/8/27,"6,690.75",0,0
2009/8/28,"6,809.86",0,0
2009/8/31,"6,825.95",0,0
2009/9/1,"7,019.75",0,0
2009/9/2,"7,039.77",0,0
2009/9/3,"7,104.65",0,0
2009/9/4,"7,153.13",0,0
2009/9/7,"7,224.59",0,0
2009/9/8,"7,313.99",0,0
2009/9/9,"7,250.72",0,0
2009/9/10,"7,332.08",0,0
2009/9/11,"7,337.14",0,0
2009/9/14,"7,256.95",0,0
2009/9/15,"7,346.26",0,0
2009/9/16,"7,440.24",0,0
2009/9/17,"7,477.30",0,0
2009/9/18,"7,526.55",0,0
2009/9/21,"7,502.46",0,0
2009/9/22,"7,469.03",0,0
2009/9/23,"7,376.76",0,0
2009/9/24,"7,324.22",0,0
2009/9/25,"7,345.22",0,0
2009/9/28,"7,284.61",0,0
2009/9/29,"7,429.98",0,0
2009/9/30,"7,509.17",0,0
2009/10/1,"7,545.29",0,0
2009/10/2,"7,411.88",0,0
2009/10/5,"7,437.98",0,0
2009/10/6,"7,536.05",0,0
2009/10/7,"7,608.66",0,0
2009/10/8,"7,503.31",0,0
2009/10/9,"7,571.96",0,0
2009/10/12,"7,599.88",0,0
2009/10/13,"7,596.60",0,0
2009/10/14,"7,695.75",0,0
2009/10/15,"7,710.40",0,0
2009/10/16,"7,715.10",0,0
2009/10/19,"7,751.32",0,0
2009/10/20,"7,753.52",0,0
2009/10/21,"7,701.50",0,0
2009/10/22,"7,607.93",0,0
2009/10/23,"7,649.28",0,0
2009/10/26,"7,668.40",0,0
2009/10/27,"7,657.34",0,0
2009/10/28,"7,533.95",0,0
2009/10/29,"7,355.69",0,0
2009/10/30,"7,340.08",0,0
2009/11/2,"7,335.18",0,0
2009/11/3,"7,322.93",0,0
2009/11/4,"7,467.04",0,0
2009/11/5,"7,417.46",0,0
2009/11/6,"7,463.05",0,0
2009/11/9,"7,536.70",0,0
2009/11/10,"7,593.49",0,0
2009/11/11,"7,668.06",0,0
2009/11/12,"7,670.93",0,0
2009/11/13,"7,665.63",0,0
2009/11/16,"7,792.68",0,0
2009/11/17,"7,733.21",0,0
2009/11/18,"7,766.69",0,0
2009/11/19,"7,759.98",0,0
2009/11/20,"7,682.97",0,0
2009/11/23,"7,687.15",0,0
2009/11/24,"7,714.56",0,0
2009/11/25,"7,756.31",0,0
2009/11/26,"7,739.16",0,0
2009/11/27,"7,490.91",0,0
2009/11/30,"7,582.21",0,0
2009/12/1,"7,649.23",0,0
2009/12/2,"7,677.62",0,0
2009/12/3,"7,684.67",0,0
2009/12/4,"7,650.91",0,0
2009/12/7,"7,775.64",0,0
2009/12/8,"7,768.71",0,0
2009/12/9,"7,797.42",0,0
2009/12/10,"7,677.91",0,0
2009/12/11,"7,795.07",0,0
2009/12/14,"7,819.13",0,0
2009/12/15,"7,807.62",0,0
2009/12/16,"7,751.60",0,0
2009/12/17,"7,742.17",0,0
2009/12/18,"7,753.63",0,0
2009/12/21,"7,787.27",0,0
2009/12/22,"7,856.00",0,0
2009/12/23,"7,901.50",0,0
2009/12/24,"7,963.54",0,0
2009/12/25,"7,972.59",0,0
2009/12/28,"8,057.49",0,0
2009/12/29,"8,053.83",0,0
2009/12/30,"8,112.28",0,0
2009/12/31,"8,188.11",0,0
2010/1/4,"8,207.85",0,0
2010/1/5,"8,211.40",0,0
2010/1/6,"8,327.62",0,0
2010/1/7,"8,237.42",0,0
2010/1/8,"8,280.90",0,0
2010/1/11,"8,323.82",0,0
2010/1/12,"8,309.37",0,0
2010/1/13,"8,196.56",0,0
2010/1/14,"8,289.98",0,0
2010/1/15,"8,356.89",0,0
2010/1/18,"8,337.82",0,0
2010/1/19,"8,249.00",0,0
2010/1/20,"8,220.93",0,0
2010/1/21,"8,127.87",0,0
2010/1/22,"7,927.31",0,0
2010/1/25,"7,872.99",0,0
2010/1/26,"7,598.81",0,0
2010/1/27,"7,560.03",0,0
2010/1/28,"7,694.58",0,0
2010/1/29,"7,640.44",0,0
2010/2/1,"7,524.67",0,0
2010/2/2,"7,429.61",0,0
2010/2/3,"7,547.98",0,0
2010/2/4,"7,542.04",0,0
2010/2/5,"7,217.83",0,0
2010/2/6,"7,212.87",0,0
2010/2/8,"7,215.88",0,0
2010/2/9,"7,361.04",0,0
2010/2/10,"7,441.84",0,0
2010/2/22,"7,560.04",0,0
2010/2/23,"7,597.44",0,0
2010/2/24,"7,529.67",0,0
2010/2/25,"7,426.96",0,0
2010/2/26,"7,436.10",0,0
2010/3/1,"7,577.75",0,0
2010/3/2,"7,597.62",0,0
2010/3/3,"7,629.52",0,0
2010/3/4,"7,569.80",0,0
2010/3/5,"7,666.26",0,0
2010/3/8,"7,762.27",0,0
2010/3/9,"7,770.59",0,0
2010/3/10,"7,779.08",0,0
2010/3/11,"7,749.66",0,0
2010/3/12,"7,748.33",0,0
2010/3/15,"7,634.92",0,0
2010/3/16,"7,695.63",0,0
2010/3/17,"7,847.84",0,0
2010/3/18,"7,886.34",0,0
2010/3/19,"7,897.91",0,0
2010/3/22,"7,835.98",0,0
2010/3/23,"7,811.87",0,0
2010/3/24,"7,822.71",0,0
2010/3/25,"7,838.10",0,0
2010/3/26,"7,876.86",0,0
2010/3/29,"7,947.45",0,0
2010/3/30,"7,962.22",0,0
2010/3/31,"7,920.06",0,0
2010/4/1,"8,013.09",0,0
2010/4/2,"8,025.93",0,0
2010/4/6,"8,089.65",0,0
2010/4/7,"8,121.78",0,0
2010/4/8,"8,057.60",0,0
2010/4/9,"8,092.03",0,0
2010/4/12,"8,117.75",0,0
2010/4/13,"8,029.73",0,0
2010/4/14,"8,097.13",0,0
2010/4/15,"8,171.94",0,0
2010/4/16,"8,111.57",0,0
2010/4/19,"7,854.22",0,0
2010/4/20,"7,900.42",0,0
2010/4/21,"7,990.53",0,0
2010/4/22,"7,978.69",0,0
2010/4/23,"8,004.89",0,0
2010/4/26,"8,158.14",0,0
2010/4/27,"8,146.44",0,0
2010/4/28,"8,081.55",0,0
2010/4/29,"8,054.05",0,0
2010/4/30,"8,004.25",0,0
2010/5/3,"7,952.17",0,0
2010/5/4,"7,930.77",0,0
2010/5/5,"7,696.90",0,0
2010/5/6,"7,579.48",0,0
2010/5/7,"7,567.10",0,0
2010/5/10,"7,664.73",0,0
2010/5/11,"7,608.44",0,0
2010/5/12,"7,602.70",0,0
2010/5/13,"7,770.57",0,0
2010/5/14,"7,772.13",0,0
2010/5/17,"7,598.72",0,0
2010/5/18,"7,585.30",0,0
2010/5/19,"7,559.16",0,0
2010/5/20,"7,424.43",0,0
2010/5/21,"7,237.71",0,0
2010/5/24,"7,322.73",0,0
2010/5/25,"7,086.37",0,0
2010/5/26,"7,167.35",0,0
2010/5/27,"7,243.16",0,0
2010/5/28,"7,295.32",0,0
2010/5/31,"7,373.98",0,0
2010/6/1,"7,289.33",0,0
2010/6/2,"7,195.71",0,0
2010/6/3,"7,360.28",0,0
2010/6/4,"7,344.59",0,0
2010/6/7,"7,157.83",0,0
2010/6/8,"7,151.99",0,0
2010/6/9,"7,071.67",0,0
2010/6/10,"7,181.77",0,0
2010/6/11,"7,299.49",0,0
2010/6/14,"7,387.40",0,0
2010/6/15,"7,454.06",0,0
2010/6/17,"7,515.78",0,0
2010/6/18,"7,493.11",0,0
2010/6/21,"7,635.56",0,0
2010/6/22,"7,612.68",0,0
2010/6/23,"7,582.15",0,0
2010/6/24,"7,589.89",0,0
2010/6/25,"7,474.71",0,0
2010/6/28,"7,500.79",0,0
2010/6/29,"7,423.57",0,0
2010/6/30,"7,329.37",0,0
2010/7/1,"7,254.06",0,0
2010/7/2,"7,330.74",0,0
2010/7/5,"7,439.96",0,0
2010/7/6,"7,548.48",0,0
2010/7/7,"7,534.46",0,0
2010/7/8,"7,608.85",0,0
2010/7/9,"7,647.25",0,0
2010/7/12,"7,639.55",0,0
2010/7/13,"7,597.42",0,0
2010/7/14,"7,714.51",0,0
2010/7/15,"7,704.52",0,0
2010/7/16,"7,664.57",0,0
2010/7/19,"7,649.83",0,0
2010/7/20,"7,712.03",0,0
2010/7/21,"7,701.29",0,0
2010/7/22,"7,666.34",0,0
2010/7/23,"7,761.22",0,0
2010/7/26,"7,787.45",0,0
2010/7/27,"7,748.01",0,0
2010/7/28,"7,784.81",0,0
2010/7/29,"7,798.99",0,0
2010/7/30,"7,760.63",0,0
2010/8/2,"7,911.68",0,0
2010/8/3,"7,957.53",0,0
2010/8/4,"7,972.66",0,0
2010/8/5,"7,936.85",0,0
2010/8/6,"7,963.30",0,0
2010/8/9,"8,034.49",0,0
2010/8/10,"7,976.74",0,0
2010/8/11,"7,895.03",0,0
2010/8/12,"7,829.79",0,0
2010/8/13,"7,891.58",0,0
2010/8/16,"7,941.22",0,0
2010/8/17,"7,931.09",0,0
2010/8/18,"7,924.10",0,0
2010/8/19,"7,928.94",0,0
2010/8/20,"7,927.31",0,0
2010/8/23,"7,975.93",0,0
2010/8/24,"7,940.64",0,0
2010/8/25,"7,736.98",0,0
2010/8/26,"7,689.74",0,0
2010/8/27,"7,722.91",0,0
2010/8/30,"7,741.20",0,0
2010/8/31,"7,616.28",0,0
2010/9/1,"7,668.25",0,0
2010/9/2,"7,720.82",0,0
2010/9/3,"7,830.21",0,0
2010/9/6,"7,890.95",0,0
2010/9/7,"7,884.40",0,0
2010/9/8,"7,851.31",0,0
2010/9/9,"7,835.54",0,0
2010/9/10,"7,890.11",0,0
2010/9/13,"8,091.30",0,0
2010/9/14,"8,132.60",0,0
2010/9/15,"8,163.82",0,0
2010/9/16,"8,099.75",0,0
2010/9/17,"8,158.33",0,0
2010/9/20,"8,186.96",0,0
2010/9/21,"8,196.40",0,0
2010/9/23,"8,202.54",0,0
2010/9/24,"8,166.62",0,0
2010/9/27,"8,191.54",0,0
2010/9/28,"8,189.44",0,0
2010/9/29,"8,240.89",0,0
2010/9/30,"8,237.78",0,0
2010/10/1,"8,244.18",0,0
2010/10/4,"8,246.10",0,0
2010/10/5,"8,200.43",0,0
2010/10/6,"8,284.03",0,0
2010/10/7,"8,283.92",0,0
2010/10/8,"8,244.19",0,0
2010/10/11,"8,176.76",0,0
2010/10/12,"8,090.22",0,0
2010/10/13,"8,106.66",0,0
2010/10/14,"8,215.45",0,0
2010/10/15,"8,205.30",0,0
2010/10/18,"8,060.54",0,0
2010/10/19,"8,046.23",0,0
2010/10/20,"8,124.62",0,0
2010/10/21,"8,131.23",0,0
2010/10/22,"8,168.06",0,0
2010/10/25,"8,306.98",0,0
2010/10/26,"8,343.23",0,0
2010/10/27,"8,291.04",0,0
2010/10/28,"8,354.05",0,1
2010/10/29,"8,287.09",0,1
2010/11/1,"8,379.75",0,1
2010/11/2,"8,344.76",0,1
2010/11/3,"8,293.90",0,1
2010/11/4,"8,357.85",0,1
2010/11/5,"8,449.34",0,1
2010/11/8,"8,430.58",0,1
2010/11/9,"8,445.63",0,1
2010/11/10,"8,450.63",0,1
2010/11/11,"8,436.95",0,1
2010/11/12,"8,316.05",0,1
2010/11/15,"8,240.65",0,1
2010/11/16,"8,312.21",0,1
2010/11/17,"8,255.54",0,1
2010/11/18,"8,283.45",0,1
2010/11/19,"8,306.12",0,1
2010/11/22,"8,374.91",0,1
2010/11/23,"8,328.63",0,1
2010/11/24,"8,297.05",0,1
2010/11/25,"8,349.99",0,1
2010/11/26,"8,312.15",0,1
2010/11/29,"8,367.17",0,1
2010/11/30,"8,372.48",0,1
2010/12/1,"8,520.11",0,1
2010/12/2,"8,585.77",0,1
2010/12/3,"8,624.01",0,1
2010/12/6,"8,702.23",0,1
2010/12/7,"8,704.39",0,1
2010/12/8,"8,703.79",0,1
2010/12/9,"8,753.84",0,1
2010/12/10,"8,718.83",0,1
2010/12/13,"8,736.59",0,1
2010/12/14,"8,740.43",0,1
2010/12/15,"8,756.71",0,1
2010/12/16,"8,782.20",0,1
2010/12/17,"8,817.90",0,1
2010/12/20,"8,768.72",0,1
2010/12/21,"8,827.79",0,1
2010/12/22,"8,860.49",0,1
2010/12/23,"8,898.87",0,1
2010/12/24,"8,861.10",0,1
2010/12/27,"8,892.31",0,1
2010/12/28,"8,870.76",0,1
2010/12/29,"8,866.35",0,1
2010/12/30,"8,907.91",0,1
2010/12/31,"8,972.50",0,1
2011/1/3,"9,025.30",0,1
2011/1/4,"8,997.19",0,1
2011/1/5,"8,846.31",0,1
2011/1/6,"8,883.21",0,1
2011/1/7,"8,782.72",0,1
2011/1/10,"8,817.88",0,1
2011/1/11,"8,931.36",0,1
2011/1/12,"8,965.00",0,1
2011/1/13,"8,975.58",0,1
2011/1/14,"8,972.51",0,1
2011/1/17,"8,925.09",0,1
2011/1/18,"8,988.00",0,1
2011/1/19,"9,086.02",0,1
2011/1/20,"9,022.17",0,1
2011/1/21,"8,954.38",0,1
2011/1/24,"8,947.79",0,1
2011/1/25,"8,991.39",0,1
2011/1/26,"9,055.59",0,1
2011/1/27,"9,102.33",0,1
2011/1/28,"9,145.35",0,1
2011/2/8,"9,111.46",0,1
2011/2/9,"9,006.82",0,1
2011/2/10,"8,836.56",0,1
2011/2/11,"8,609.86",0,1
2011/2/14,"8,685.47",0,1
2011/2/15,"8,721.93",0,1
2011/2/16,"8,712.96",0,1
2011/2/17,"8,683.88",0,1
2011/2/18,"8,843.84",0,1
2011/2/21,"8,839.22",0,1
2011/2/22,"8,673.67",0,1
2011/2/23,"8,528.94",0,1
2011/2/24,"8,541.64",0,1
2011/2/25,"8,599.65",0,1
2011/3/1,"8,727.56",0,1
2011/3/2,"8,619.90",0,1
2011/3/3,"8,738.37",0,1
2011/3/4,"8,784.40",0,1
2011/3/7,"8,713.79",0,1
2011/3/8,"8,747.75",0,1
2011/3/9,"8,750.02",0,1
2011/3/10,"8,642.90",0,1
2011/3/11,"8,567.82",0,1
2011/3/14,"8,520.02",0,1
2011/3/15,"8,234.78",0,1
2011/3/16,"8,324.58",0,1
2011/3/17,"8,282.69",0,1
2011/3/18,"8,394.75",0,1
2011/3/21,"8,467.71",0,1
2011/3/22,"8,508.04",0,1
2011/3/23,"8,545.08",0,1
2011/3/24,"8,576.40",0,1
2011/3/25,"8,610.39",0,1
2011/3/28,"8,553.06",0,1
2011/3/29,"8,596.57",0,1
2011/3/30,"8,646.31",0,1
2011/3/31,"8,683.30",0,1
2011/4/1,"8,705.13",0,1
2011/4/6,"8,851.98",0,1
2011/4/7,"8,901.72",0,1
2011/4/8,"8,894.54",0,1
2011/4/11,"8,880.27",0,1
2011/4/12,"8,732.59",0,1
2011/4/13,"8,780.20",0,1
2011/4/14,"8,802.73",0,1
2011/4/15,"8,718.12",0,1
2011/4/18,"8,714.48",0,1
2011/4/19,"8,638.55",0,1
2011/4/20,"8,813.28",0,1
2011/4/21,"8,957.65",0,1
2011/4/22,"8,969.43",0,1
2011/4/25,"8,950.75",0,1
2011/4/26,"8,948.14",0,1
2011/4/27,"9,049.25",0,1
2011/4/28,"9,040.77",0,1
2011/4/29,"9,007.87",0,1
2011/5/3,"8,946.08",0,1
2011/5/4,"8,947.35",0,1
2011/5/5,"9,018.61",0,1
2011/5/6,"8,977.23",0,1
2011/5/9,"9,035.48",0,1
2011/5/10,"9,023.28",0,1
2011/5/11,"9,020.40",0,1
2011/5/12,"9,033.68",0,1
2011/5/13,"9,006.61",0,1
2011/5/16,"8,911.71",0,1
2011/5/17,"8,884.09",0,1
2011/5/18,"8,944.84",0,0
2011/5/19,"8,892.88",0,0
2011/5/20,"8,837.03",0,0
2011/5/23,"8,747.51",0,0
2011/5/24,"8,756.61",0,0
2011/5/25,"8,727.09",0,0
2011/5/26,"8,788.40",0,0
2011/5/27,"8,810.00",0,0
2011/5/30,"8,823.68",0,0
2011/5/31,"8,988.84",0,0
2011/6/1,"9,062.35",0,0
2011/6/2,"8,991.36",0,0
2011/6/3,"9,046.28",0,0
2011/6/7,"9,057.10",0,0
2011/6/8,"9,007.53",0,0
2011/6/9,"9,000.94",0,0
2011/6/10,"8,837.82",0,0
2011/6/13,"8,712.95",0,0
2011/6/14,"8,829.21",0,0
2011/6/15,"8,831.45",0,0
2011/6/16,"8,654.43",0,0
2011/6/17,"8,636.10",0,0
2011/6/20,"8,530.68",0,0
2011/6/21,"8,597.62",0,0
2011/6/22,"8,621.04",0,0
2011/6/23,"8,567.28",0,0
2011/6/24,"8,532.83",0,0
2011/6/27,"8,500.16",0,0
2011/6/28,"8,478.86",0,0
2011/6/29,"8,573.38",0,0
2011/6/30,"8,652.59",0,0
2011/7/1,"8,739.82",0,0
2011/7/4,"8,774.72",0,0
2011/7/5,"8,784.44",0,0
2011/7/6,"8,824.44",0,0
2011/7/7,"8,773.42",0,0
2011/7/8,"8,749.55",0,0
2011/7/11,"8,665.85",0,0
2011/7/12,"8,491.01",0,0
2011/7/13,"8,488.06",0,0
2011/7/14,"8,481.35",0,0
2011/7/15,"8,574.91",0,0
2011/7/18,"8,538.57",0,0
2011/7/19,"8,524.57",0,0
2011/7/20,"8,706.17",0,0
2011/7/21,"8,717.14",0,0
2011/7/22,"8,765.32",0,0
2011/7/25,"8,683.51",0,0
2011/7/26,"8,794.24",0,0
2011/7/27,"8,817.49",0,0
2011/7/28,"8,767.20",0,0
2011/7/29,"8,644.18",0,0
2011/8/1,"8,701.38",0,0
2011/8/2,"8,584.72",0,0
2011/8/3,"8,456.86",0,0
2011/8/4,"8,317.27",0,0
2011/8/5,"7,853.13",0,0
2011/8/8,"7,552.80",0,0
2011/8/9,"7,493.12",0,0
2011/8/10,"7,736.32",0,0
2011/8/11,"7,719.09",0,0
2011/8/12,"7,637.02",0,0
2011/8/15,"7,819.39",0,0
2011/8/16,"7,798.59",0,0
2011/8/17,"7,741.76",0,0
2011/8/18,"7,614.97",0,0
2011/8/19,"7,342.96",0,0
2011/8/22,"7,312.59",0,0
2011/8/23,"7,550.23",0,0
2011/8/24,"7,502.93",0,0
2011/8/25,"7,410.87",0,0
2011/8/26,"7,445.10",0,0
2011/8/29,"7,578.01",0,0
2011/8/30,"7,646.19",0,0
2011/8/31,"7,741.36",0,0
2011/9/1,"7,757.76",0,0
2011/9/2,"7,757.06",0,0
2011/9/5,"7,551.57",0,0
2011/9/6,"7,367.19",0,0
2011/9/7,"7,529.01",0,0
2011/9/8,"7,548.37",0,0
2011/9/9,"7,610.57",0,0
2011/9/13,"7,391.37",0,0
2011/9/14,"7,228.47",0,0
2011/9/15,"7,385.68",1,0
2011/9/16,"7,577.40",1,0
2011/9/19,"7,480.88",1,0
2011/9/20,"7,492.85",1,0
2011/9/21,"7,535.88",1,0
2011/9/22,"7,305.50",1,0
2011/9/23,"7,046.22",1,0
2011/9/26,"6,877.12",1,0
2011/9/27,"7,089.95",1,0
2011/9/28,"7,146.98",1,0
2011/9/29,"7,182.61",1,0
2011/9/30,"7,225.38",1,0
2011/10/3,"7,013.97",1,0
2011/10/4,"7,047.87",1,0
2011/10/5,"6,989.15",1,0
2011/10/6,"7,132.00",1,0
2011/10/7,"7,211.96",1,0
2011/10/11,"7,398.71",1,0
2011/10/12,"7,382.35",1,0
2011/10/13,"7,428.33",1,0
2011/10/14,"7,358.08",1,0
2011/10/17,"7,461.12",1,0
2011/10/18,"7,359.48",1,0
2011/10/19,"7,353.37",1,0
2011/10/20,"7,244.32",1,0
2011/10/21,"7,254.51",1,0
2011/10/24,"7,470.30",1,0
2011/10/25,"7,491.21",1,0
2011/10/26,"7,535.82",1,0
2011/10/27,"7,565.21",1,0
2011/10/28,"7,616.06",1,0
2011/10/31,"7,587.69",1,0
2011/11/1,"7,622.01",1,0
2011/11/2,"7,598.45",1,0
2011/11/3,"7,460.31",1,0
2011/11/4,"7,603.23",1,0
2011/11/7,"7,621.72",1,0
2011/11/8,"7,600.79",1,0
2011/11/9,"7,561.86",1,0
2011/11/10,"7,308.68",1,0
2011/11/11,"7,367.29",1,0
2011/11/14,"7,525.65",1,0
2011/11/15,"7,491.06",1,0
2011/11/16,"7,387.52",1,0
2011/11/17,"7,387.81",1,0
2011/11/18,"7,233.78",1,0
2011/11/21,"7,042.64",1,0
2011/11/22,"7,000.03",1,0
2011/11/23,"6,806.43",1,0
2011/11/24,"6,864.39",1,0
2011/11/25,"6,784.52",1,0
2011/11/28,"6,898.78",1,0
2011/11/29,"6,988.65",1,0
2011/11/30,"6,904.12",1,0
2011/12/1,"7,178.69",1,0
2011/12/2,"7,140.68",1,0
2011/12/5,"7,098.08",1,0
2011/12/6,"6,956.28",1,0
2011/12/7,"7,033.00",1,0
2011/12/8,"6,982.90",1,0
2011/12/9,"6,893.30",1,0
2011/12/12,"6,949.04",1,0
2011/12/13,"6,896.31",1,0
2011/12/14,"6,922.57",1,0
2011/12/15,"6,764.59",1,0
2011/12/16,"6,785.09",1,0
2011/12/19,"6,633.33",1,0
2011/12/20,"6,662.64",1,0
2011/12/21,"6,966.48",1,0
2011/12/22,"6,966.35",1,0
2011/12/23,"7,110.73",1,0
2011/12/26,"7,092.58",1,0
2011/12/27,"7,085.03",1,0
2011/12/28,"7,056.67",1,0
2011/12/29,"7,074.82",1,0
2011/12/30,"7,072.08",1,0
2012/1/2,"6,952.21",1,0
2012/1/3,"7,053.38",1,0
2012/1/4,"7,082.97",1,0
2012/1/5,"7,130.86",1,0
2012/1/6,"7,120.51",1,0
2012/1/9,"7,093.04",1,0
2012/1/10,"7,178.87",1,0
2012/1/11,"7,188.21",1,0
2012/1/12,"7,186.58",1,0
2012/1/13,"7,181.54",1,0
2012/1/16,"7,103.62",1,0
2012/1/17,"7,221.08",1,0
2012/1/18,"7,233.69",1,0
2012/1/30,"7,407.41",1,0
2012/1/31,"7,517.08",1,0
2012/2/1,"7,549.21",1,0
2012/2/2,"7,652.46",1,0
2012/2/3,"7,674.99",1,0
2012/2/4,"7,741.24",1,0
2012/2/6,"7,687.98",1,0
2012/2/7,"7,707.44",1,0
2012/2/8,"7,869.91",1,0
2012/2/9,"7,910.78",1,0
2012/2/10,"7,862.27",1,0
2012/2/13,"7,912.91",1,0
2012/2/14,"7,884.08",1,0
2012/2/15,"8,005.24",1,0
2012/2/16,"7,869.70",1,0
2012/2/17,"7,894.36",1,0
2012/2/20,"7,954.82",1,0
2012/2/21,"7,921.50",1,0
2012/2/22,"8,001.68",1,0
2012/2/23,"7,937.30",1,0
2012/2/24,"7,959.34",1,0
2012/2/29,"8,121.44",1,0
2012/3/1,"8,118.34",1,0
2012/3/2,"8,144.04",1,0
2012/3/3,"8,114.44",1,0
2012/3/5,"8,004.74",1,0
2012/3/6,"7,937.97",1,0
2012/3/7,"7,903.08",1,0
2012/3/8,"7,984.56",1,0
2012/3/9,"8,016.01",1,0
2012/3/12,"7,927.55",1,0
2012/3/13,"8,031.51",1,0
2012/3/14,"8,125.26",1,0
2012/3/15,"8,121.62",1,0
2012/3/16,"8,054.94",1,0
2012/3/19,"8,043.92",1,0
2012/3/20,"7,972.70",1,0
2012/3/21,"7,981.94",1,0
2012/3/22,"8,059.94",1,0
2012/3/23,"8,076.61",1,0
2012/3/26,"7,967.62",1,0
2012/3/27,"8,029.46",1,0
2012/3/28,"8,038.07",1,0
2012/3/29,"7,872.66",1,0
2012/3/30,"7,933.00",1,0
2012/4/2,"7,862.90",0,0
2012/4/3,"7,760.85",0,0
2012/4/5,"7,639.82",0,0
2012/4/6,"7,706.26",0,0
2012/4/9,"7,600.87",0,0
2012/4/10,"7,640.68",0,0
2012/4/11,"7,656.67",0,0
2012/4/12,"7,662.92",0,0
2012/4/13,"7,788.27",0,0
2012/4/16,"7,729.86",0,0
2012/4/17,"7,585.87",0,0
2012/4/18,"7,605.00",0,0
2012/4/19,"7,622.69",0,0
2012/4/20,"7,507.15",0,0
2012/4/23,"7,481.09",0,0
2012/4/24,"7,498.84",0,0
2012/4/25,"7,563.18",0,0
2012/4/26,"7,521.35",0,0
2012/4/27,"7,480.50",0,0
2012/4/30,"7,501.72",0,0
2012/5/2,"7,676.81",0,0
2012/5/3,"7,659.53",0,0
2012/5/4,"7,700.95",0,0
2012/5/7,"7,538.08",0,0
2012/5/8,"7,545.71",0,0
2012/5/9,"7,475.71",0,0
2012/5/10,"7,484.01",0,0
2012/5/11,"7,401.37",0,0
2012/5/14,"7,377.18",0,0
2012/5/15,"7,395.64",0,0
2012/5/16,"7,234.57",0,0
2012/5/17,"7,356.77",0,0
2012/5/18,"7,151.19",0,0
2012/5/21,"7,192.23",0,0
2012/5/22,"7,274.89",0,0
2012/5/23,"7,147.75",0,0
2012/5/24,"7,124.89",0,0
2012/5/25,"7,071.63",0,0
2012/5/28,"7,136.00",0,0
2012/5/29,"7,342.29",0,0
2012/5/30,"7,261.80",0,0
2012/5/31,"7,301.50",0,0
2012/6/1,"7,106.09",0,0
2012/6/4,"6,894.66",0,0
2012/6/5,"7,000.45",0,0
2012/6/6,"7,056.15",0,0
2012/6/7,"7,080.31",0,0
2012/6/8,"6,999.65",0,0
2012/6/11,"7,120.23",0,0
2012/6/12,"7,072.08",0,0
2012/6/13,"7,088.83",0,0
2012/6/14,"7,075.10",0,0
2012/6/15,"7,155.83",0,0
2012/6/18,"7,281.50",0,0
2012/6/19,"7,273.13",0,0
2012/6/20,"7,334.63",0,0
2012/6/21,"7,279.05",0,0
2012/6/22,"7,222.05",0,0
2012/6/25,"7,166.38",0,0
2012/6/26,"7,137.93",0,0
2012/6/27,"7,183.01",0,0
2012/6/28,"7,169.61",0,0
2012/6/29,"7,296.28",0,0
2012/7/2,"7,345.16",0,0
2012/7/3,"7,418.36",0,0
